gameid,date,start_time,duration,end_time
624422,05/15/2025,06:40 PM,3:15,10:03 PM
624547,05/14/2025,02:20 PM,2:41,05:01 PM
624548,05/15/2025,06:39 PM,3:43,10:23 PM
624612,05/13/2025,06:47 PM,2:26,09:13 PM
624613,05/14/2025,10:31 AM,2:42,01:13 PM
624614,05/15/2025,06:50 PM,3:14,10:04 PM
628819,05/14/2025,11:05 AM,2:31,01:36 PM
624099,05/02/2025,06:50 PM,2:58,09:48 PM
624100,05/03/2025,06:49 PM,2:05,10:02 PM
624101,05/04/2025,02:03 PM,2:54,05:19 PM
624102,05/06/2025,06:48 PM,2:26,09:14 PM
624103,05/07/2025,06:49 PM,2:34,09:23 PM
624162,04/25/2025,06:40 PM,2:47,09:27 PM
624163,04/26/2025,07:54 PM,3:29,11:21 PM
624164,04/27/2025,02:06 PM,3:31,05:37 PM
624165,04/29/2025,06:39 PM,2:51,09:30 PM
624166,04/30/2025,06:37 PM,3:14,09:51 PM
624167,05/01/2025,10:39 AM,2:18,12:57 PM
624168,05/09/2025,06:37 PM,3:11,09:48 PM
624169,05/10/2025,06:39 PM,2:58,09:37 PM
624170,05/11/2025,02:09 PM,2:45,04:54 PM
624225,05/02/2025,06:41 PM,2:54,09:35 PM
624227,05/04/2025,06:01 PM,1:43,07:44 PM
624228,05/06/2025,11:08 AM,3:09,02:25 PM
624229,05/07/2025,06:38 PM,3:11,09:49 PM
624230,05/08/2025,06:39 PM,3:35,10:14 PM
624288,04/25/2025,06:40 PM,2:44,09:24 PM
624289,04/26/2025,06:34 PM,2:56,10:08 PM
624290,04/27/2025,01:36 PM,2:40,04:16 PM
624291,04/29/2025,06:34 PM,3:26,10:00 PM
624292,04/30/2025,06:33 PM,2:45,09:18 PM
624293,05/01/2025,06:34 PM,3:01,09:35 PM
624294,05/09/2025,07:20 PM,2:32,09:52 PM
624295,05/10/2025,06:35 PM,2:01,08:36 PM
624296,05/11/2025,01:34 PM,2:36,04:10 PM
624351,05/02/2025,07:01 PM,2:54,09:55 PM
624352,05/03/2025,03:31 PM,2:02,05:33 PM
624353,05/03/2025,06:22 PM,2:29,08:51 PM
624354,05/07/2025,04:04 PM,2:18,06:22 PM
624355,05/07/2025,07:07 PM,1:45,08:52 PM
624356,05/08/2025,10:34 AM,2:34,01:08 PM
624414,05/02/2025,06:53 PM,4:36,11:29 PM
624415,05/03/2025,06:40 PM,1:38,05:22 PM
624416,05/04/2025,05:54 PM,2:08,08:02 PM
624417,05/06/2025,06:37 PM,2:22,09:08 PM
624418,05/07/2025,10:39 AM,2:53,01:12 PM
624419,05/08/2025,07:39 PM,2:49,10:28 PM
624477,04/29/2025,06:48 PM,3:12,10:47 PM
624478,04/30/2025,06:34 PM,2:57,09:32 PM
624479,05/01/2025,06:33 PM,3:28,05:33 PM
624480,05/02/2025,06:32 PM,2:59,09:31 PM
624482,05/04/2025,04:13 PM,2:54,07:07 PM
624483,05/07/2025,05:05 PM,2:14,10:12 AM
624484,05/07/2025,08:01 PM,2:28,02:19 PM
624485,05/08/2025,11:03 AM,3:09,02:12 PM
624540,04/25/2025,06:36 PM,4:01,10:37 PM
624541,04/26/2025,06:03 PM,3:10,09:13 PM
624542,04/27/2025,02:04 PM,3:08,05:12 PM
624544,05/10/2025,06:06 PM,3:00,09:06 PM
624545,05/11/2025,02:06 PM,2:58,05:03 PM
624603,04/25/2025,07:03 PM,2:40,09:43 PM
624604,04/26/2025,07:05 PM,3:14,10:39 PM
624605,04/27/2025,02:06 PM,2:56,05:02 PM
624606,04/29/2025,08:36 PM,2:56,11:32 PM
624607,04/30/2025,10:32 AM,2:44,01:16 PM
624608,05/01/2025,12:03 PM,3:10,03:13 PM
624609,05/09/2025,07:04 PM,2:34,09:38 PM
624610,05/10/2025,07:00 PM,2:33,09:33 PM
624611,05/11/2025,02:03 PM,2:47,04:50 PM
624667,04/26/2025,07:02 PM,4:16,11:18 PM
624668,04/27/2025,04:01 PM,3:08,07:09 PM
624669,04/28/2025,12:31 PM,1:40,02:11 PM
624670,04/28/2025,02:49 PM,2:25,05:14 PM
624671,04/29/2025,06:33 PM,3:00,09:33 PM
624672,05/09/2025,07:04 PM,3:05,10:09 PM
624673,05/10/2025,07:18 PM,2:36,09:54 PM
627448,04/25/2025,07:10 PM,3:19,10:29 PM
627985,05/04/2025,03:37 PM,1:44,05:21 PM
627986,05/04/2025,01:02 PM,1:47,03:34 PM
628664,05/08/2025,11:03 AM,3:10,02:13 PM
628689,05/09/2025,06:35 PM,3:15,09:50 PM
624105,05/16/2025,07:08 PM,2:38,09:46 PM
624106,05/17/2025,06:52 PM,2:20,09:19 PM
624107,05/18/2025,02:01 PM,2:43,04:44 PM
624231,05/16/2025,06:38 PM,2:40,09:18 PM
624232,05/17/2025,06:37 PM,2:28,09:05 PM
624233,05/18/2025,04:08 PM,2:35,06:43 PM
624357,05/16/2025,07:06 PM,2:42,09:48 PM
624358,05/17/2025,01:03 PM,2:30,03:33 PM
624359,05/18/2025,01:37 PM,3:03,04:40 PM
624423,05/16/2025,06:39 PM,2:55,09:33 PM
624424,05/17/2025,06:39 PM,3:29,10:08 PM
624425,05/18/2025,03:08 PM,2:54,06:21 PM
624486,05/16/2025,07:18 PM,3:07,10:25 PM
624487,05/17/2025,06:36 PM,3:07,09:43 PM
624488,05/18/2025,01:04 PM,3:20,04:24 PM
624111,05/23/2025,06:47 PM,2:48,09:35 PM
624112,05/24/2025,06:49 PM,2:41,09:30 PM
624113,05/25/2025,02:03 PM,2:35,04:38 PM
624300,05/23/2025,06:38 PM,2:47,09:25 PM
624301,05/24/2025,06:33 PM,2:46,09:19 PM
624302,05/25/2025,01:33 PM,2:07,03:40 PM
624549,05/23/2025,06:33 PM,3:19,09:52 PM
624550,05/24/2025,06:06 PM,3:14,09:20 PM
624551,05/25/2025,02:04 PM,2:44,04:48 PM
624615,05/23/2025,07:04 PM,2:45,09:49 PM
624616,05/24/2025,07:03 PM,3:08,10:11 PM
624617,05/25/2025,02:08 PM,2:29,04:37 PM
624678,05/23/2025,07:03 PM,3:23,10:26 PM
624679,05/24/2025,07:01 PM,2:39,09:40 PM
624680,05/25/2025,04:02 PM,3:32,07:34 PM
624363,05/27/2025,06:33 PM,2:41,09:14 PM
624429,05/27/2025,06:42 PM,2:47,09:29 PM
624430,05/28/2025,10:40 AM,4:46,03:26 PM
624552,05/27/2025,06:49 PM,2:25,09:13 PM
624618,05/27/2025,06:45 PM,3:45,10:30 PM
624619,05/28/2025,06:48 PM,2:48,09:36 PM
624681,05/27/2025,06:31 PM,2:51,09:28 PM
624682,05/28/2025,12:32 PM,3:40,04:12 PM
624175,05/31/2025,09:26 PM,2:10,11:36 PM
624176,06/01/2025,02:04 PM,3:26,05:30 PM
624234,05/30/2025,07:03 PM,3:02,10:05 PM
624235,05/31/2025,06:37 PM,2:53,09:31 PM
624236,06/01/2025,04:31 PM,2:47,07:18 PM
624366,05/30/2025,07:03 PM,3:17,10:20 PM
624367,05/31/2025,06:34 PM,2:36,09:10 PM
624368,06/01/2025,01:34 PM,2:37,04:11 PM
624432,05/30/2025,08:26 PM,4:18,12:54 AM
624433,05/31/2025,06:39 PM,3:14,09:53 PM
624434,06/01/2025,03:08 PM,2:26,05:34 PM
624492,05/30/2025,06:41 PM,2:42,05:55 PM
624493,05/31/2025,06:41 PM,1:54,08:35 PM
624494,06/01/2025,01:04 PM,2:45,03:49 PM
630325,05/31/2025,06:06 PM,2:32,08:38 PM
624114,06/03/2025,06:49 PM,2:57,09:46 PM
624115,06/04/2025,06:48 PM,2:43,09:31 PM
624237,06/03/2025,06:37 PM,2:36,09:30 PM
624238,06/04/2025,06:37 PM,2:17,08:54 PM
624303,06/03/2025,06:35 PM,2:33,09:08 PM
624304,06/04/2025,06:36 PM,2:40,09:16 PM
624491,06/02/2025,02:07 PM,1:58,05:52 PM
624495,06/03/2025,06:32 PM,2:32,09:04 PM
624496,06/04/2025,06:37 PM,3:13,09:50 PM
624684,06/03/2025,06:31 PM,2:41,09:12 PM
624685,06/04/2025,12:33 PM,3:20,03:53 PM
624117,06/06/2025,06:50 PM,2:54,09:44 PM
624118,06/07/2025,06:52 PM,3:05,09:57 PM
624119,06/08/2025,03:24 PM,3:00,06:24 PM
624240,06/06/2025,06:38 PM,2:30,09:41 PM
624241,06/07/2025,06:40 PM,2:41,09:21 PM
624242,06/08/2025,04:06 PM,2:36,06:42 PM
624555,06/06/2025,06:33 PM,3:23,09:56 PM
624556,06/07/2025,06:01 PM,2:32,08:33 PM
624557,06/08/2025,02:06 PM,2:32,04:38 PM
624621,06/06/2025,07:05 PM,2:55,10:00 PM
624622,06/07/2025,07:00 PM,2:23,10:17 PM
624623,06/08/2025,02:03 PM,3:24,05:27 PM
624687,06/06/2025,07:01 PM,2:55,09:56 PM
624688,06/07/2025,07:03 PM,3:05,10:08 PM
624689,06/08/2025,04:02 PM,3:53,07:55 PM
624177,06/10/2025,06:37 PM,3:20,09:57 PM
624178,06/11/2025,06:36 PM,3:24,10:00 PM
624179,06/12/2025,06:40 PM,3:36,10:16 PM
624180,06/13/2025,06:45 PM,1:48,08:33 PM
624181,06/14/2025,06:38 PM,3:00,09:38 PM
624182,06/15/2025,02:05 PM,2:49,04:54 PM
624306,06/13/2025,06:34 PM,2:34,09:08 PM
624307,06/14/2025,06:36 PM,2:46,09:22 PM
624308,06/15/2025,01:37 PM,3:06,04:43 PM
624369,06/11/2025,04:02 PM,2:18,06:20 PM
624370,06/11/2025,07:10 PM,2:25,09:35 PM
624371,06/12/2025,06:35 PM,3:32,10:07 PM
624372,06/13/2025,07:02 PM,2:42,09:44 PM
624373,06/14/2025,06:43 PM,2:00,08:43 PM
624374,06/15/2025,01:47 PM,2:49,04:36 PM
624435,06/10/2025,06:39 PM,2:48,09:27 PM
624436,06/11/2025,12:09 PM,3:00,03:09 PM
624437,06/12/2025,06:41 PM,3:04,09:45 PM
624438,06/13/2025,06:40 PM,3:35,10:43 PM
624439,06/14/2025,06:55 PM,3:18,10:13 PM
624440,06/15/2025,03:06 PM,3:02,06:08 PM
624498,06/13/2025,06:34 PM,2:52,09:26 PM
624499,06/14/2025,06:35 PM,3:23,09:58 PM
624500,06/15/2025,01:05 PM,3:41,04:46 PM
624558,06/10/2025,06:35 PM,2:29,09:04 PM
624559,06/11/2025,06:33 PM,2:53,09:26 PM
624560,06/12/2025,06:34 PM,2:52,09:26 PM
624624,06/10/2025,06:48 PM,3:28,10:16 PM
624625,06/11/2025,06:46 PM,2:34,09:20 PM
624626,06/12/2025,06:46 PM,2:33,09:19 PM
624126,07/04/2025,06:48 PM,3:19,10:25 PM
624127,07/05/2025,06:50 PM,2:56,09:46 PM
624128,07/06/2025,02:01 PM,3:02,05:03 PM
624129,07/08/2025,06:45 PM,2:32,09:17 PM
624131,07/10/2025,07:58 PM,2:11,10:09 PM
624186,06/27/2025,06:35 PM,3:22,09:57 PM
624187,06/28/2025,06:37 PM,3:13,09:50 PM
624188,06/29/2025,02:10 PM,3:12,05:22 PM
624190,07/02/2025,07:31 PM,2:05,09:36 PM
624191,07/03/2025,06:41 PM,3:21,10:02 PM
624246,06/27/2025,06:37 PM,2:42,09:19 PM
624247,06/28/2025,06:36 PM,2:44,09:20 PM
624248,06/29/2025,04:06 PM,3:02,07:08 PM
624249,07/01/2025,06:36 PM,1:26,08:02 PM
624250,07/02/2025,06:36 PM,2:54,09:30 PM
624251,07/03/2025,06:38 PM,3:13,09:51 PM
624252,07/08/2025,06:36 PM,2:55,09:31 PM
624253,07/09/2025,12:08 PM,3:10,03:18 PM
624254,07/10/2025,07:04 PM,3:28,10:32 PM
624315,06/27/2025,06:36 PM,2:36,09:12 PM
624316,06/28/2025,06:34 PM,3:34,10:08 PM
624317,06/29/2025,01:35 PM,2:27,04:02 PM
624318,07/01/2025,06:35 PM,2:49,06:28 PM
624319,07/02/2025,07:02 PM,2:21,09:23 PM
624320,07/03/2025,07:17 PM,2:45,10:02 PM
624378,07/04/2025,07:03 PM,3:35,10:38 PM
624379,07/05/2025,02:04 PM,2:13,04:17 PM
624380,07/06/2025,01:31 PM,3:12,04:43 PM
624381,07/08/2025,06:32 PM,2:49,09:21 PM
624382,07/09/2025,06:31 PM,2:58,09:29 PM
624383,07/10/2025,06:31 PM,2:42,09:13 PM
624441,06/27/2025,06:40 PM,2:47,09:49 PM
624442,06/28/2025,06:40 PM,3:22,10:01 PM
624443,06/29/2025,03:10 PM,3:18,06:33 PM
624444,07/01/2025,08:20 PM,2:37,10:57 PM
624445,07/02/2025,06:38 PM,2:58,09:47 PM
624446,07/03/2025,06:46 PM,3:18,10:11 PM
624504,06/27/2025,06:34 PM,2:58,09:32 PM
624505,06/28/2025,06:35 PM,3:09,09:44 PM
624507,07/01/2025,07:19 PM,2:43,10:02 PM
624508,07/03/2025,06:32 PM,3:14,09:46 PM
624567,07/04/2025,06:34 PM,2:52,09:26 PM
624568,07/05/2025,06:03 PM,2:53,08:56 PM
624569,07/06/2025,05:05 PM,2:32,07:37 PM
624570,07/08/2025,06:35 PM,2:32,09:07 PM
624571,07/10/2025,04:02 PM,2:01,06:03 PM
624572,07/10/2025,06:47 PM,2:48,09:35 PM
624633,07/04/2025,07:04 PM,2:45,09:49 PM
624634,07/05/2025,07:02 PM,2:51,09:53 PM
624635,07/06/2025,02:06 PM,2:25,04:31 PM
624699,07/04/2025,04:01 PM,3:34,07:35 PM
624700,07/05/2025,07:00 PM,3:03,10:03 PM
624701,07/06/2025,04:01 PM,3:17,07:18 PM
624702,07/08/2025,06:32 PM,2:38,09:10 PM
624703,07/09/2025,12:33 PM,2:36,03:09 PM
624704,07/10/2025,06:31 PM,3:03,09:34 PM
631036,07/02/2025,05:04 PM,1:46,06:50 PM
631043,07/02/2025,06:32 PM,3:10,10:04 PM
631197,07/10/2025,04:59 PM,2:18,07:17 PM
